"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"4590","Thel","Aldus Thel","Unknown","Male","Human","","Imperial","Imperial Military","Future Emperor","","http://sw1mush.wikia.com/wiki/Thel","Wed Nov 02 16:58:24 2016","**NONE**","**NONE**","[redacted]","","","","Office Hours: Im usually around from 10am til 10pm GMT. Though often idle, I check back frequently.

Theme Song: https://www.youtube.com/watch?v=4bBD5yyT-s0
Other Theme Song: https://www.youtube.com/watch?v=8L_phbxEiZs"
"4593","BC_GAM","GAM!","GAM","YES","Bothan","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Apr 23 03:05:04 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4597","Nuvalo","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Apr 19 21:04:13 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4609","Kie'ki","**NONE**","**NONE**","female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jul 11 14:16:10 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4610","Sigurdtest12","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jul 04 12:20:05 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4613","Phteven","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jun 27 17:39:28 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4620","Ozzle","Ozzle Olumpari","oz","Male","Sarian","","Unaffiliated","Independent","Grand Vrii","Gettin' into yours.","**NONE**","Fri Sep 09 19:00:13 2016","[redacted]","[redacted-email]","**NONE**","Your presence has been noted. Muhuhahahahaha!","","","Climbing back into the seat, and open to suggestions. Page away, please."
"4631","Drako","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jun 16 11:59:05 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4635","Esmeraldas","Esmeraldas 'Ezzi' Esfera","Ez;Ezzi","Female","Human","Bespin, Cloud City","New Republic","Independent","Starship Engineer/Mechanic","","**NONE**","Sat Oct 08 18:18:16 2016","[redacted]","[redacted-email]","**NONE**","","","","                            -- OOC information --                             
        Past: Ezzi was born on Bespin and grew up on Cloud City. She was a part of the Air Defense Force for 12 years, which is where she developed her skills. She volunteered to be apart of Lando Calrissian's forces in the Battle of Endor as well, but wasn't assigned to Gold squadron. Instead she was included in an Op as a pilot in the Black Squadron, and the objective and the mission itself have been completely removed from existance. Back on Cloud City, she was responsible for 3 of those stormtrooper helmets that are displayed in The Sky Bar but isn't prone to talking about it as a comrade was killed in the coup d'etat, to much death already. After retiring from active service she got with a small crew and started running freight, only to leave and find someone else to hangout with as their company got a bit stale.

        Good Name: Ezzi carved out a name for herself during her time in the Air Defense Guard. She is responsible for many deaths, arrests, and scraped ships. In the eyes of many upstanding citizens, she was a hero and someone that made a difference to keep things safe, but in the eyes of those that had ill intent, she was a scourge. Those that are aware of the ongoings upon Bespin would have surely heard about the woman unless they live under a rock, although she doesn't use her given name now days. Later on, after she quit the ADF and did a 180, she took up with a motley crew of misfits running 'freight' for the more nefarious sort. Though it is still low key, there are those that may know her as the name she goes by currently (Ezzi). She quit that crew and they were killed shortly after, having getting themselves caught by Imperials.

        Skills: While she is not a smuggler by trade, she can get by on it. She isn't quite the smooth talker that others are as she tends to let her blaster do that for her. She can be a bit on the hot-headed side at times and forget that perhaps questions should be asked first, not later. She is a very accomplished pilot however, as that is something she has always enjoyed and excelled at over her peers. She is also deft at doing ship repairs as well, having started her spacer career in the shipyard at a young age. Lastly, she is not only agile, but deadly with a blaster."
"4640","BC_Zhao","Zhao Shipping","Zhao","So Damn Neuter","**NONE**","","Unaffiliated","Independent","Maffi/Zhao Builder Character","","Contact Tyy'sun for information regarding:
Weapons Sales
Smuggling
Ship Mods and Repairs
Information Brokering
Organized Crime","Tue Feb 03 14:06:35 2009","**NONE**","**NONE**","[redacted]","","","","**NONE**"
"4642","aran","**NONE**","**NONE**","**NONE**","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Sat Apr 27 07:11:35 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4645","BC_Newsguy","Inter-Galactic News Service","IGNews","You offering?","**NONE**","","**NONE**","**NONE**","Bringing the News to You","","An entrepreneur came up with the idea, and NovaCom was contracted to build the Terminals. IGNews was born. A few months later, NovaCom purchased IGNews. IGNews grew beyond NovaCom's scope, and is now a 'living' entity in and of itself.","Fri Mar 22 16:02:48 2002","**NONE**","[redacted-email]","**NONE**","","","",""
"4646","Kyrnas","Care Not","**NONE**","male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Thu Nov 12 04:37:58 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4649","vath","**NONE**","**NONE**","male","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Sat Aug 26 13:44:48 2023","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4651","vanth","**NONE**","**NONE**","female","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Sat Oct 12 14:32:15 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4654","Declan","Aaron Declan","AD","Male","Human","","Imperial","Independent","**NONE**","","**NONE**","Tue May 05 23:14:35 2009","**NONE**","@mail me!","**NONE**","","","","Not the original Declan, but I've played here before, a long, long time ago!"
"4661","Greif","Greif","**NONE**","male","Human","Unknown","Unaffiliated","Independent","**NONE**","","Greif is rumored to have escaped from an Imperial military prison.","Sat May 14 19:08:08 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4662","NAME","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat May 31 23:13:59 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4665","Raith","Staze Raithen","Rat","Male","Human","Corulag","New Republic","Republic Military","**NONE**","","**NONE**","Mon Jun 30 11:19:37 2014","**NONE**","[redacted-email]","**NONE**","","","","GMT player, page or mail for RP."
"4666","zanth","**NONE**","**NONE**","male","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Sat Jun 01 06:09:02 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4667","BC_Indie_Ships","**NONE**","is","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Mar 16 15:25:30 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4670","Vectus","Vectus","**NONE**","Male","Human","","Unaffiliated","Independent","Unknown","Unknown","Unknown","Sat Dec 27 05:32:06 2008","**NONE**","**NONE**","**NONE**","","","","I have 12 @mails, 2 unread. I have been fingered 1 times today.
                        I am 25yrs 118d 2h 20m 40s old.                         
                           Which is 9243d 02h 20m 40s"
"4676","Maisus","**NONE**","**NONE**","m","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Apr 06 00:42:11 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4686","Lanil","Lanil Jast","LJ","Male","Human","","Imperial","Imperial Military","**NONE**","","**NONE**","Sat Oct 04 15:51:48 2025","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"4703","Oonah","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Mar 13 03:22:14 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4708","Darryn","Darryn Halum","Dar","Male","Near Human","","Unaffiliated","Independent","Unemployed Spy/Assassin","","**NONE**","Fri Sep 30 10:51:08 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4710","Kage","Kuashi Kage","Kag","male","**NONE**","","Unknown","**NONE**","**NONE**","","Pronounced 'Ka-gA' (gA as in 'Gate')","Sun Feb 24 23:17:38 2008","**NONE**","[redacted-email]","**NONE**","","","",""
"4715","Zubindi","Zubindi Hakoon","Zub","Male","Kubaz","","Unaffiliated","Caspar","**NONE**","","**NONE**","","","[redacted-email]","**NONE**","","","","Fashionista"
"4732","Katon","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Feb 19 21:34:42 2019","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4764","Phoenix","Tiphareth Phoenix","Tip","Male","**NONE**","Chandrila","New Republic","**NONE**","**NONE**","","**NONE**","Wed Jun 12 13:26:18 2013","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"4767","tester235","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon May 05 15:59:51 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4814","Tester234","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun May 04 21:09:01 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4816","Chewbacca","Chewbacca","Chewie","male","Wookiee","Kashyyyk","New Republic","**NONE**","Keeping Solo's butt outta trouble","","Han's life long friend and all around adorable wook. If you don't know who I am by now, just ask!","Sat Jun 13 18:15:40 2009","**NONE**","Ask and ye shall recieve","[redacted]","Chewie's not here right now. Chewie went away. Chewie's gone.","","","New Chewie here. Taking ideas for any RPs/TPs that anyone would like to get going. If anyone is interested in getting some kind of IC history worked out between us, or if anyone would like to renew any IC history that was held with Chewie's previous owner, let me know via page or @mail so we can get to work setting it all up.

Chewie has been around for: 10675d 03h 35m 08s"
"4828","Artos","Artos Acuto","**NONE**","Male","Human","","New Republic","Republic Military","**NONE**","","**NONE**","Sat May 03 13:34:39 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4829","Dillon","**NONE**","**NONE**","Male","Human","","New Republic","**NONE**","**NONE**","","**NONE**","Sun Mar 23 18:24:30 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4834","Detjin","Detjin","Det","Male","Rodian","","Unaffiliated","Independent","Bounty Hunter","","See webpage. Or +background detjin 1.","Fri May 06 15:23:46 2022","[redacted]","**NONE**","[redacted]","Angering a Rodian ends with death.","","","Common name: Rodian. Genus/Species: Hunterius terribulus
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded March 2000"
"4837","Nastaran","Nastaran Zohreh","Nas","Female","Human","Nar Shaddaa","Unaffiliated","Independent","Pirate","","Nar Shaddaa street rat turned pirate.","Sat Aug 05 16:13:42 2023","**NONE**","**NONE**","**NONE**","","","","Nastaran is a paymaster and fixer for a pirate crew. Please page me about hiring us, fencing the items we steal, or to get involved in a piracy TP on either side."
"4849","Vane","Shiari Vane","**NONE**","Female","Near Human","Rattatak","Unaffiliated","Independent","Space Pirate","","**NONE**","Sun Jul 20 01:16:26 2025","**NONE**","**NONE**","**NONE**","","","","Her coat has experienced more than lesser beings entire bodies.
You'd give her all your credits just because she asked for them.
Her hips don't just lie; They cheat, steal and philander.
For her, the rum is never gone.

She is the most interesting woman in the galaxy.

'I don't always drink beer, but when I do, I prefer Dos Jedis. Stay thirsty, my friends!'"
"4850","Sage","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Dec 31 02:51:05 2010","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4866","Ambrosia","Ambrosia Delgard","Amber","female","Human","Pyrdir","New Republic","Republic Military","Ambassador","","Life before her service to the New Republic isn't something Ambrosia is keen to disclose, but over the years, some snippets have leaked, rumors passed about, and those in the 'need to know' category have become aware.

 Her service began on Caspar, as an Aide for Ambassador Dean Corso. Promotion came rather unexpectedly, when he was removed from the picture and she was left to run the Embassy in his stead. Since then, she's negotiated 2 treaties with the CDU, birthed a little girl, become a widow, played a role in the liberation of Corellia, lived a bit of quiet life on Ord Mantel, returned to Caspar with her daughter, and became victim yet again to anti-NR assembly. 

 This past year has seen her briefly reinstated on Caspar, then homeless, captured, tortured, freed, recovered for a few months, active role in liberating smuggled slaves, participant on NR 20th Anniv gala committee, infected with an alien parasite and recaptured, freed...and now struggling to get a grip on her sanity. Needless to say: it's been a rough one.","Fri Jun 27 00:00:08 2025","**NONE**","**NONE**","[redacted]","I'm not here. You are. Leave me a message or check back laterand I'll see what I can do for you!","","","On film, Ambrosia would possibly be played by actress Stephanie March.

 Fear the wrathful Darth Ambrosia!! For she discovered +cackle. 
Darth Naota steeples his fingers and smiles, whispering out a low and barely restrained chuckle.
 <OOC> Ambrosia peers 
<OOC> Ambrosia says, ""what is that from?"" 
Darth Naota throws his arms out to the side and cackles madly, clutching at the air! 
<OOC> Naota says, ""+cackle"" 
Darth Ambrosia superglues Naota's fingers together and puts colorful bows in his hair.
Darth Ambrosia superglues Naota's fingers together and puts colorful bows in his hair.
<OOC> Ambrosia smirks. 
<OOC> Ambrosia says, ""No more air clutching for you."" 
Darth Naota cackle-purrs."
"4867","Sh'par","**NONE**","Unknown","Male","Gorvan Horansi","","Unknown","Caspar","**NONE**","","**NONE**","Wed Jun 09 15:55:01 2010","**NONE**","[redacted-email]","**NONE**","Too busy basking in the sun!","","","**NONE**"
"4881","Ryouno","Ryouno Theo","**NONE**","Female","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Feb 18 18:44:03 2014","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"4890","Prentiss","Prentiss'inthern","Stomp","Male","Trandoshan","Dosh(a)","New Republic","Republic Military","Republic Marine","Former mercenary and biggame hunter","Work in progress.. A veteran soldier of the last decades of the Old Republic, this reptile of 125 years recently returned to duty to avoid sitting at home or being stuck with small fries work until his family might start to remove him from the equation in an agonizing feast.","Fri Nov 22 05:16:14 2013","[redacted]","[redacted-email]","[redacted]","","","","<Thank you for your interest in this character.>
 Actor: William H. Macy(40 to 45yo)"
